n_ocupacao,media_EME,var_EME,DP_EME
10,0.11187756474624706,0.6723902418513394,0.8199940498877656
20,0.030961646885736785,1.327393149932451,1.1521254922674227
30,0.048240646954183335,0.48236992525615363,0.6945285633119445
40,0.03662989032151457,0.6714575504193291,0.8194251341149654
50,-0.004905612433924299,0.3169947146921006,0.5630228367411935
60,-0.2844891995467056,3.4971974247057234,1.8700795236314747
70,0.13073061615871537,0.5746941668722634,0.7580858571905055
80,0.03874145616886088,0.2564184955283177,0.5063778189537114
90,-0.044380207203778915,0.5446693618521582,0.7380171826266365
100,0.08566280344577182,1.4303498702910713,1.195972353481079
