n_ocupacao,media_MAE,var_MAE,DP_MAE
10,29.14603277406404,0.5990778034420197,0.7740011650133478
20,31.661379263614382,3.81984267410629,1.9544417806898955
30,31.313042179890104,0.859054900282293,0.926852145858385
40,30.73000791458093,1.8094631046761178,1.345162854332559
50,30.148160781647746,0.531985876394499,0.7293736192065757
60,29.988939504712565,1.458419241996436,1.207650297891089
70,30.163548499195254,0.6411388454879907,0.8007114620685724
80,30.886652015872073,2.198082061354069,1.4825930194608596
90,31.147537679241278,0.909284066597249,0.9535638765165388
100,31.435375074478998,1.1008391572024383,1.0492088244017195
