n_ocupacao,media_MAE,var_MAE,DP_MAE
10,9.219181894643521,0.682170466008862,0.8259361149682595
20,14.841089343791667,0.3120956288779515,0.5586551967698425
30,18.895845674089802,1.0432581245162895,1.021400080534699
40,22.186493668555965,0.429991043546849,0.6557370231631344
50,24.529676677714082,1.5798568718165515,1.256923574373777
60,26.631951458017706,0.6910108581391065,0.8312706286998877
70,27.972620798754594,1.5268895828414002,1.2356737364051242
80,29.127636299443108,0.9622840456705359,0.9809607768257281
90,29.982880737555217,1.017601628186878,1.0087624240557724
100,30.317179388379,0.18981708609896913,0.4356800271976776
